,Label 0_f1-score,Label 0_precision,Label 0_recall,Label 0_support,Label 1_f1-score,Label 1_precision,Label 1_recall,Label 1_support,accuracy,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,method,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,mu_1_unbalanced,mu_2_unbalanced,mu_balanced,std,unbalanced_agents,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Majority Voting,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
1,0.4988334015546231,1.0,0.3327777777777778,300.0,0.0,0.0,0.0,0.0,0.3327777777777778,0.24941670077731154,0.5,0.1663888888888889,300.0,Maximum Proposal,,,,,0.4,0.6,0.6,0.01,2,0.4988334015546231,1.0,0.3327777777777778,300.0
2,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Mean Proposal,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
3,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - 3x3 Conv Entropy,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
4,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - 5x5 Conv Entropy,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
5,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - Mean Entropy,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
6,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - Pixelwise Entropy,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
7,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - 3x3 Conv Entropy,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
8,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - 5x5 Conv Entropy,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
9,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - Mean Entropy,,,,,0.4,0.6,0.6,0.01,2,0.0,0.0,0.0,300.0
10,0.006845539701619044,0.7,0.0034444444444444436,300.0,0.0,0.0,0.0,0.0,0.0034444444444444436,0.003422769850809522,0.35,0.0017222222222222218,300.0,Weighted Mean - Pixelwise Entropy,,,,,0.4,0.6,0.6,0.01,2,0.006845539701619044,0.7,0.0034444444444444436,300.0
11,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Majority Voting,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
12,0.5073416753088574,1.0,0.3402222222222223,300.0,0.0,0.0,0.0,0.0,0.3402222222222223,0.2536708376544287,0.5,0.17011111111111116,300.0,Maximum Proposal,,,,,0.4,0.75,0.6,0.01,2,0.5073416753088574,1.0,0.3402222222222223,300.0
13,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Mean Proposal,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
14,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - 3x3 Conv Entropy,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
15,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - 5x5 Conv Entropy,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
16,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - Mean Entropy,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
17,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - Pixelwise Entropy,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
18,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - 3x3 Conv Entropy,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
19,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - 5x5 Conv Entropy,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
20,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - Mean Entropy,,,,,0.4,0.75,0.6,0.01,2,0.0,0.0,0.0,300.0
21,0.005953765852829798,0.5,0.003,300.0,0.0,0.0,0.0,0.0,0.003,0.002976882926414899,0.25,0.0015,300.0,Weighted Mean - Pixelwise Entropy,,,,,0.4,0.75,0.6,0.01,2,0.005953765852829798,0.5,0.003,300.0
22,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Majority Voting,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
23,0.5040601787928988,1.0,0.3377777777777778,300.0,0.0,0.0,0.0,0.0,0.3377777777777778,0.2520300893964494,0.5,0.1688888888888889,300.0,Maximum Proposal,,,,,0.4,0.9,0.6,0.01,2,0.5040601787928988,1.0,0.3377777777777778,300.0
24,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Mean Proposal,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
25,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - 3x3 Conv Entropy,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
26,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - 5x5 Conv Entropy,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
27,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - Mean Entropy,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
28,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Negotiation - Pixelwise Entropy,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
29,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - 3x3 Conv Entropy,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
30,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - 5x5 Conv Entropy,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
31,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Weighted Mean - Mean Entropy,,,,,0.4,0.9,0.6,0.01,2,0.0,0.0,0.0,300.0
32,0.007504138927144116,0.7,0.003777777777777777,300.0,0.0,0.0,0.0,0.0,0.003777777777777777,0.003752069463572058,0.35,0.0018888888888888885,300.0,Weighted Mean - Pixelwise Entropy,,,,,0.4,0.9,0.6,0.01,2,0.007504138927144116,0.7,0.003777777777777777,300.0
33,0.7976449372395518,1.0,0.664127151583951,224.93333333333334,0.0,0.0,0.0,0.0,0.664127151583951,0.3988224686197759,0.5,0.3320635757919755,224.93333333333334,Majority Voting,,,,,0.5,0.6,0.6,0.01,2,0.7976449372395518,1.0,0.664127151583951,224.93333333333334
34,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Maximum Proposal,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
35,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Mean Proposal,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
36,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Negotiation - 3x3 Conv Entropy,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
37,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Negotiation - 5x5 Conv Entropy,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
38,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Negotiation - Mean Entropy,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
39,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Negotiation - Pixelwise Entropy,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
40,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Weighted Mean - 3x3 Conv Entropy,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
41,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Weighted Mean - 5x5 Conv Entropy,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
42,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Weighted Mean - Mean Entropy,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
43,1.0,1.0,1.0,224.93333333333334,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,224.93333333333334,Weighted Mean - Pixelwise Entropy,1.0,1.0,1.0,224.93333333333334,0.5,0.6,0.6,0.01,2,1.0,1.0,1.0,224.93333333333334
