,Label 0_f1-score,Label 0_precision,Label 0_recall,Label 0_support,Label 1_f1-score,Label 1_precision,Label 1_recall,Label 1_support,accuracy,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,method,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,mu_1_unbalanced,mu_2_unbalanced,mu_balanced,std,unbalanced_agents,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
73,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Weighted Mean - 3x3 Conv Entropy,1.0,1.0,1.0,325.0,0.6,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
74,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Weighted Mean - 5x5 Conv Entropy,1.0,1.0,1.0,325.0,0.6,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Weighted Mean - Mean Entropy,1.0,1.0,1.0,325.0,0.6,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Weighted Mean - Pixelwise Entropy,1.0,1.0,1.0,325.0,0.6,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
77,0.0,0.0,0.0,0.0,0.7975358603138358,1.0,0.6638419123697953,242.96666666666667,0.6638419123697953,0.3987679301569179,0.5,0.33192095618489764,242.96666666666667,Majority Voting,,,,,0.6,0.5,0.75,0.01,2,0.7975358603138358,1.0,0.6638419123697953,242.96666666666667
78,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Maximum Proposal,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
79,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Mean Proposal,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
80,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Negotiation - 3x3 Conv Entropy,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
81,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Negotiation - 5x5 Conv Entropy,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
82,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Negotiation - Mean Entropy,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
83,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Negotiation - Pixelwise Entropy,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
84,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Weighted Mean - 3x3 Conv Entropy,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
85,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Weighted Mean - 5x5 Conv Entropy,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
86,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Weighted Mean - Mean Entropy,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
87,0.0,0.0,0.0,0.0,1.0,1.0,1.0,242.96666666666667,,0.5,0.5,0.5,242.96666666666667,Weighted Mean - Pixelwise Entropy,1.0,1.0,1.0,242.96666666666667,0.6,0.5,0.75,0.01,2,1.0,1.0,1.0,242.96666666666667
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,325.0,Majority Voting,,,,,0.75,0.4,0.75,0.01,2,0.0,0.0,0.0,325.0
89,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Maximum Proposal,1.0,1.0,1.0,325.0,0.75,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Mean Proposal,1.0,1.0,1.0,325.0,0.75,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
91,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Negotiation - 3x3 Conv Entropy,1.0,1.0,1.0,325.0,0.75,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
92,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Negotiation - 5x5 Conv Entropy,1.0,1.0,1.0,325.0,0.75,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
93,0.0,0.0,0.0,0.0,1.0,1.0,1.0,325.0,,0.5,0.5,0.5,325.0,Negotiation - Mean Entropy,1.0,1.0,1.0,325.0,0.75,0.4,0.75,0.01,2,1.0,1.0,1.0,325.0
