,Label 0_f1-score,Label 0_precision,Label 0_recall,Label 0_support,Label 1_f1-score,Label 1_precision,Label 1_recall,Label 1_support,accuracy,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,unbalanced_agents,mu_balanced,mu_1_unbalanced,mu_2_unbalanced,std
39,1.0,1.0,1.0,199.8,1.0,1.0,1.0,113.53333333333333,1.0,1.0,1.0,1.0,313.3333333333333,1.0,1.0,1.0,313.3333333333333,Negotiation - Pixelwise Entropy,2,0.6,0.75,0.5,0.01
40,1.0,1.0,1.0,199.8,1.0,1.0,1.0,113.53333333333333,1.0,1.0,1.0,1.0,313.3333333333333,1.0,1.0,1.0,313.3333333333333,Weighted Mean - 3x3 Conv Entropy,2,0.6,0.75,0.5,0.01
41,1.0,1.0,1.0,199.8,1.0,1.0,1.0,113.53333333333333,1.0,1.0,1.0,1.0,313.3333333333333,1.0,1.0,1.0,313.3333333333333,Weighted Mean - 5x5 Conv Entropy,2,0.6,0.75,0.5,0.01
42,1.0,1.0,1.0,199.8,1.0,1.0,1.0,113.53333333333333,1.0,1.0,1.0,1.0,313.3333333333333,1.0,1.0,1.0,313.3333333333333,Weighted Mean - Mean Entropy,2,0.6,0.75,0.5,0.01
43,1.0,1.0,1.0,199.8,1.0,1.0,1.0,113.53333333333333,1.0,1.0,1.0,1.0,313.3333333333333,1.0,1.0,1.0,313.3333333333333,Weighted Mean - Pixelwise Entropy,2,0.6,0.75,0.5,0.01
44,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Majority Voting,2,0.6,0.9,0.4,0.01
45,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Maximum Proposal,2,0.6,0.9,0.4,0.01
46,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Mean Proposal,2,0.6,0.9,0.4,0.01
47,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy,2,0.6,0.9,0.4,0.01
48,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - 5x5 Conv Entropy,2,0.6,0.9,0.4,0.01
49,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - Mean Entropy,2,0.6,0.9,0.4,0.01
50,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - Pixelwise Entropy,2,0.6,0.9,0.4,0.01
51,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Weighted Mean - 3x3 Conv Entropy,2,0.6,0.9,0.4,0.01
52,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Weighted Mean - 5x5 Conv Entropy,2,0.6,0.9,0.4,0.01
53,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Weighted Mean - Mean Entropy,2,0.6,0.9,0.4,0.01
54,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Weighted Mean - Pixelwise Entropy,2,0.6,0.9,0.4,0.01
55,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Majority Voting,2,0.6,0.9,0.5,0.01
56,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Maximum Proposal,2,0.6,0.9,0.5,0.01
57,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Mean Proposal,2,0.6,0.9,0.5,0.01
58,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Negotiation - 3x3 Conv Entropy,2,0.6,0.9,0.5,0.01
59,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Negotiation - 5x5 Conv Entropy,2,0.6,0.9,0.5,0.01
60,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Negotiation - Mean Entropy,2,0.6,0.9,0.5,0.01
61,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Negotiation - Pixelwise Entropy,2,0.6,0.9,0.5,0.01
62,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Weighted Mean - 3x3 Conv Entropy,2,0.6,0.9,0.5,0.01
63,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Weighted Mean - 5x5 Conv Entropy,2,0.6,0.9,0.5,0.01
64,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Weighted Mean - Mean Entropy,2,0.6,0.9,0.5,0.01
65,1.0,1.0,1.0,197.53333333333333,1.0,1.0,1.0,112.06666666666666,1.0,1.0,1.0,1.0,309.6,1.0,1.0,1.0,309.6,Weighted Mean - Pixelwise Entropy,2,0.6,0.9,0.5,0.01
66,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Majority Voting,2,0.75,0.6,0.4,0.01
67,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Maximum Proposal,2,0.75,0.6,0.4,0.01
68,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Mean Proposal,2,0.75,0.6,0.4,0.01
69,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy,2,0.75,0.6,0.4,0.01
