,accuracy,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,non_consensus_px,pred_path,gt_path
0,0.7842626367899947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7131522000480885,0.641991341991342,0.8020551649540292,3698.0,0.0,0.0,0.0,0.0,0.30947594833263325,0.3088207617038322,0.31557991733062163,11514.0,0.8342275416150777,0.9021124665278191,0.7758444216990789,7816.0,0.7953412629009273,0.8185682665507571,0.7842626367899947,11514.0,Majority Voting,,,,,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7247796278158668,0.6064469131305773,0.9004867495943754,3698.0,0.0,0.0,0.0,0.0,0.30781327625787036,0.3100265264467191,0.3233163877899089,11514.0,0.8142867534734851,0.943685719103018,0.7160951893551689,7816.0,0.7855393719655929,0.835373307735458,0.775317005384749,11514.0,Mean Proposal,0.775317005384749,0.775317005384749,0.775317005384749,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659403039736312,0.49847729789590256,0.9737696051919956,3698.0,0.0,0.0,0.0,0.0,0.26431075189307107,0.2954891501149842,0.2948050981110706,11514.0,0.6621507197290432,0.9789684526790186,0.5002558853633572,7816.0,0.6612682357431895,0.8246470795343285,0.652336286260205,11514.0,Maximum Proposal,0.652336286260205,0.652336286260205,0.652336286260205,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7131845029532486,0.56620569066921,0.96322336398053,3698.0,0.0,0.0,0.0,0.0,0.2983463496518993,0.30856932346202737,0.32209707811852156,11514.0,0.7785472453062482,0.9766409266409266,0.6472620266120778,7816.0,0.7575544173384356,0.844819708765001,0.7487406635400382,11514.0,Weighted Mean - Pixelwise Entropy,0.7487406635400381,0.7487406635400382,0.7487406635400382,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7220255337410149,0.5984349991107949,0.9099513250405624,3698.0,0.0,0.0,0.0,0.0,0.3063391726822689,0.30912820654139106,0.32339251679931,11514.0,0.8096703296703296,0.9472060335961604,0.7070112589559877,7816.0,0.7815210804653091,0.8351897677001311,0.7721903769324301,11514.0,Weighted Mean - Mean Entropy,0.7721903769324301,0.7721903769324301,0.7721903769324301,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7133413461538461,0.5664969774101177,0.9629529475392103,3698.0,0.0,0.0,0.0,0.0,0.2984664851643281,0.3085576838397722,0.322196526048272,11514.0,0.7789910796677945,0.9762914417887433,0.6480296827021494,7816.0,0.7579060775369467,0.8446760232311475,0.7491749174917491,11514.0,Weighted Mean - 3x3 Conv Entropy,0.7491749174917491,0.7491749174917491,0.7491749174917491,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7125700560448358,0.5656180489354942,0.9626825310978907,3698.0,0.0,0.0,0.0,0.0,0.29816872731913796,0.30833781279751954,0.321963323005658,11514.0,0.778273580550854,0.9760710150521035,0.6471340839303992,7816.0,0.7571713021399408,0.8442441027106738,0.7484801111690116,11514.0,Weighted Mean - 5x5 Conv Entropy,0.7484801111690116,0.7484801111690116,0.7484801111690116,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688066319645267,0.5346015578190533,0.9651162790697675,3698.0,0.0,0.0,0.0,0.0,0.28609138694744274,0.30204531156381065,0.31285437147413775,11514.0,0.7423906150919467,0.975625,0.5991555783009211,7816.0,0.7249430517289258,0.8339796387714834,0.7166927219037693,11514.0,Negotiation - Pixelwise Entropy,0.7166927219037692,0.7166927219037693,0.7166927219037693,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145639028389874,0.5753424657534246,0.942671714440238,3698.0,0.0,0.0,0.0,0.0,0.30094156513565223,0.3072958075411524,0.32269503889623596,11514.0,0.7901439228392737,0.9611365719523373,0.6708034800409417,7816.0,0.7658695686651328,0.8372294497772825,0.758120548896995,11514.0,Negotiation - Mean Entropy,0.758120548896995,0.758120548896995,0.758120548896995,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687030256311428,0.5336826347305389,0.9640346133044889,3698.0,0.0,0.0,0.0,0.0,0.28570925456073154,0.301732356804323,0.312458918566732,11514.0,0.7415160164922296,0.9749791492910759,0.598259979529171,7816.0,0.7240165948187361,0.8332460842533075,0.7157373632100053,11514.0,Negotiation - 3x3 Conv Entropy,0.7157373632100053,0.7157373632100053,0.7157373632100053,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686837540952014,0.5335329341317365,0.9637641968631693,3698.0,0.0,0.0,0.0,0.0,0.2857106190196402,0.3017045026245966,0.31245601235113946,11514.0,0.7417155541461868,0.9749895789912464,0.5985158648925282,7816.0,0.7240901509160278,0.8332050842291769,0.7158242140003475,11514.0,Negotiation - 5x5 Conv Entropy,0.7158242140003475,0.7158242140003475,0.7158242140003475,11514.0,11514,predictions/bcdh/000000313927.npy,datasets/coco_animals/train/seg/000000313927.png
