,accuracy,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,non_consensus_px,pred_path,gt_path
0,0.5309214819111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015669069257286117,0.684931506849315,0.007925186241876684,6309.0,0.147762200627495,0.2521474129208091,0.1959463413638216,13793.0,0.7231419338801889,0.5758055577547304,0.9718065205772314,7484.0,0.39953964990238183,0.6257204140468883,0.5309214819111143,13793.0,Majority Voting,,,,,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6700703207783452,0.8541257367387033,0.5512759549849422,6309.0,0.30373321846302154,0.3316432313089893,0.2899184726645459,13793.0,0.8485957715367624,0.8040904198062433,0.8983164083377873,7484.0,0.7669371716067359,0.826976870507823,0.7395780468353512,13793.0,Mean Proposal,0.7395780468353512,0.7395780468353512,0.7395780468353512,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506875214850464,0.5535948939365497,0.46742748454588684,6309.0,0.2505002546124374,0.2987246710011745,0.21705578018015545,13793.0,0.7456260582117229,0.940028461069323,0.6178514163548904,7484.0,0.6364200065357871,0.7632714557013345,0.5490466178496338,13793.0,Maximum Proposal,0.5490466178496338,0.5490466178496338,0.5490466178496338,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5701919458035378,0.7015512850196804,0.48026628625772705,6309.0,0.28220177270647817,0.32389659476484695,0.2511842032697175,13793.0,0.8408169177288529,0.9179316888045541,0.7756547300908605,7484.0,0.7170314506167806,0.8189580088597438,0.6405423040672805,13793.0,Weighted Mean - Pixelwise Entropy,0.6405423040672805,0.6405423040672805,0.6405423040672805,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6392519605871707,0.8740720373934562,0.5038833412585195,6309.0,0.2976081818715071,0.33305438900080697,0.28386058059804276,13793.0,0.8487889487703648,0.7911999076105786,0.9154195617316943,7484.0,0.7529454877069435,0.8291061112501185,0.7271804538534039,13793.0,Weighted Mean - Mean Entropy,0.7271804538534039,0.7271804538534039,0.7271804538534039,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5715093273035614,0.7045296167247387,0.48074179743223966,6309.0,0.2826102476115765,0.3243522421215519,0.2516267133079338,13793.0,0.8415419107543213,0.9172315938830207,0.7773917691074291,7484.0,0.7180274056436967,0.8199404480922861,0.6417023127673458,13793.0,Weighted Mean - 3x3 Conv Entropy,0.6417023127673458,0.6417023127673458,0.6417023127673458,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733711048158641,0.7091800981079187,0.48121730860675227,6309.0,0.28327283688012783,0.3248980108551467,0.25249680218099774,13793.0,0.8429930795847751,0.9153099561678146,0.7812667022982362,7484.0,0.7196663893203613,0.8210249366289266,0.6440223301674762,13793.0,Weighted Mean - 5x5 Conv Entropy,0.6440223301674762,0.6440223301674762,0.6440223301674762,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5401299533266222,0.6390212213079255,0.4677444919955619,6309.0,0.27009859196070024,0.31351359876624507,0.2373222816166431,13793.0,0.8103630064768791,0.9285467725233,0.7188669160876536,7484.0,0.6867568053368102,0.7961160683532283,0.6040020300152251,13793.0,Negotiation - Pixelwise Entropy,0.6040020300152251,0.6040020300152251,0.6040020300152251,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4325101894030208,0.8873585833743236,0.28594071960691075,6309.0,0.2505194544263226,0.3224876287988766,0.24593747582945272,13793.0,0.8200870827285921,0.7250795606200595,0.9437466595403528,7484.0,0.6428071131794708,0.7993069480308224,0.642862321467411,13793.0,Negotiation - Mean Entropy,0.642862321467411,0.642862321467411,0.642862321467411,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412928035158395,0.6407977455018427,0.46853701061974956,6309.0,0.27044349787870026,0.3137631309843017,0.23772129843608245,13793.0,0.8109246858776616,0.9280179094196659,0.7200694815606627,7484.0,0.6875934638214929,0.796641703071696,0.6050170376277823,13793.0,Negotiation - 3x3 Conv Entropy,0.6050170376277823,0.6050170376277823,0.6050170376277823,13793.0,13793,predictions/bcdh/000000458397.npy,datasets/coco_animals/train/seg/000000458397.png
