,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,non_consensus_px,method,pred_path,gt_path
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2249.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,50176.0,1.0,1.0,1.0,50176.0,1.0,1.0,1.0,47927.0,1.0,1.0,1.0,50176.0,0,Skipped (Full Consensus),predictions/bcdh/000000282039.npy,datasets/coco_animals/train/seg/000000282039.png
