,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,accuracy,non_consensus_px,pred_path,gt_path
0,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1800576804879202,0.17642916705271935,0.18383857887623095,13703.0,0.6948113551776983,0.6948113551776983,0.6948113551776983,13703.0,0.900288402439601,0.8821458352635968,0.9191928943811547,10358.0,0.6805215845048082,0.6668077473298063,0.6948113551776983,13703.0,Majority Voting,,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
1,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18349952963311383,0.17892129884424876,0.18831820814829117,13703.0,0.7117419543165731,0.7117419543165731,0.7117419543165731,13703.0,0.9174976481655691,0.8946064942212438,0.9415910407414558,10358.0,0.6935299306501471,0.6762266705935667,0.7117419543165731,13703.0,Mean Proposal,,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
2,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1733326591495171,0.18197260855717168,0.1654759606101564,13703.0,,,,,0.8666632957475855,0.9098630427858584,0.827379803050782,10358.0,0.6551046060974597,0.6877589868770284,0.6254104940523972,13703.0,Maximum Proposal,0.6254104940523972,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
3,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18689173896642777,0.18265437788018432,0.19133037265881445,13703.0,0.7231263227030578,0.7231263227030578,0.7231263227030578,13703.0,0.9344586948321388,0.9132718894009216,0.9566518632940723,10358.0,0.7063506648961027,0.6903357097288729,0.7231263227030578,13703.0,Weighted Mean - Pixelwise Entropy,,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
4,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18357189634203386,0.17805807622504538,0.18943811546630623,13703.0,0.7159746041012917,0.7159746041012917,0.7159746041012917,13703.0,0.9178594817101693,0.8902903811252268,0.9471905773315312,10358.0,0.6938034380467002,0.672964151477421,0.7159746041012917,13703.0,Weighted Mean - Mean Entropy,,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
5,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18682250919031007,0.18250460405156538,0.19134968140567676,13703.0,0.7231992994234839,0.7231992994234839,0.7231992994234839,13703.0,0.9341125459515504,0.9125230202578268,0.9567484070283838,10358.0,0.706089013425247,0.6897696448829139,0.7231992994234839,13703.0,Weighted Mean - 3x3 Conv Entropy,,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
6,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18676969468526197,0.1824038284557335,0.19134968140567676,13703.0,0.7231992994234839,0.7231992994234839,0.7231992994234839,13703.0,0.9338484734263098,0.9120191422786674,0.9567484070283838,10358.0,0.7058894028862087,0.6893887671110295,0.7231992994234839,13703.0,Weighted Mean - 5x5 Conv Entropy,,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
7,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17570702334534327,0.1797435120670504,0.17184784707472484,13703.0,,,,,0.8785351167267164,0.898717560335252,0.8592392353736242,10358.0,0.6640784309315717,0.6793341961579611,0.649492811793038,13703.0,Negotiation - Pixelwise Entropy,0.649492811793038,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
8,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18375427884170598,0.1763943161634103,0.19175516508978568,13703.0,0.7247318105524337,0.7247318105524337,0.7247318105524337,13703.0,0.9187713942085299,0.8819715808170515,0.9587758254489284,10358.0,0.6944927462024341,0.6666760296360665,0.7247318105524337,13703.0,Negotiation - Mean Entropy,,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
9,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17589660105569532,0.17984464844144052,0.17211816953079745,13703.0,,,,,0.8794830052784767,0.8992232422072026,0.8605908476539873,10358.0,0.6647949331295673,0.679716437479545,0.6505144858790046,13703.0,Negotiation - 3x3 Conv Entropy,0.6505144858790046,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
10,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17611190464463383,0.17976872800402213,0.17260088820235567,13703.0,,,,,0.8805595232231691,0.8988436400201106,0.8630044410117783,10358.0,0.6656086653685752,0.6794294988928196,0.6523389038896592,13703.0,Negotiation - 5x5 Conv Entropy,0.6523389038896592,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
11,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17570056244089394,0.18134182677488955,0.1703996910600502,13703.0,,,,,0.8785028122044697,0.9067091338744477,0.851998455300251,10358.0,0.6640540121735311,0.6853749696177136,0.6440195577610742,13703.0,Negotiation - Pixelwise Entropy (Weighted),0.6440195577610742,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
12,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18383512379547237,0.17594210572764982,0.19246958872369185,13703.0,0.7274319492082025,0.7274319492082025,0.7274319492082025,13703.0,0.9191756189773619,0.8797105286382491,0.9623479436184592,10358.0,0.694798296823142,0.6649669164150174,0.7274319492082025,13703.0,Negotiation - Mean Entropy (Weighted),,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
13,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17569423708569726,0.1813064913722268,0.17041899980691252,13703.0,,,,,0.8784711854284862,0.9065324568611339,0.8520949990345627,10358.0,0.6640301057190586,0.685241420723026,0.6440925344815004,13703.0,Negotiation - 3x3 Conv Entropy (Weighted),0.6440925344815004,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
14,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1758958302271259,0.1812557615487043,0.17084379223788376,13703.0,,,,,0.8794791511356295,0.9062788077435214,0.8542189611894188,10358.0,0.6647920198104684,0.6850496891634967,0.6456980223308765,13703.0,Negotiation - 5x5 Conv Entropy (Weighted),0.6456980223308765,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
15,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17851927075777357,0.178839259761651,0.17820042479243098,13703.0,,,,,0.8925963537888679,0.894196298808255,0.8910021239621548,10358.0,0.6747072197726843,0.6759166068055101,0.6735021528132525,13703.0,Negotiation - Pixelwise Entropy (Mean-Weighted),0.6735021528132525,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
16,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18383512379547237,0.17594210572764982,0.19246958872369185,13703.0,0.7274319492082025,0.7274319492082025,0.7274319492082025,13703.0,0.9191756189773619,0.8797105286382491,0.9623479436184592,10358.0,0.694798296823142,0.6649669164150174,0.7274319492082025,13703.0,Negotiation - Mean Entropy (Mean-Weighted),,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
17,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17844873469782746,0.1788728295663983,0.17802664607067,13703.0,,,,,0.8922436734891372,0.8943641478319915,0.89013323035335,10358.0,0.6744406312486669,0.6760434826858183,0.6728453623294169,13703.0,Negotiation - 3x3 Conv Entropy (Mean-Weighted),0.6728453623294169,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
18,0.0,0.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785880077369439,0.17889943809339276,0.17827765977988028,13703.0,,,,,0.8929400386847195,0.8944971904669637,0.8913882988994014,10358.0,0.6749670087350452,0.6761440486650231,0.6737940596949573,13703.0,Negotiation - 5x5 Conv Entropy (Mean-Weighted),0.6737940596949573,13703,predictions/bcdh/000000038965.npy,datasets/coco_animals/train/seg/000000038965.png
