,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,accuracy,non_consensus_px,pred_path,gt_path
0,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14776547765477654,0.11970770593445527,0.19300249910746162,16094.0,0.5038523673418666,0.5038523673418666,0.5038523673418666,16094.0,0.7388273882738827,0.5985385296722764,0.9650124955373081,8403.0,0.3857565890186055,0.31250896388940835,0.5038523673418666,16094.0,Majority Voting,,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
1,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1558884885264555,0.12956103711876427,0.19564441270974653,16094.0,0.5107493475829502,0.5107493475829502,0.5107493475829502,16094.0,0.7794424426322776,0.6478051855938214,0.9782220635487326,8403.0,0.40696252301721314,0.3382320724832162,0.5107493475829502,16094.0,Mean Proposal,,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
2,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16314230789213904,0.1447805237919587,0.18683803403546353,16094.0,,,,,0.8157115394606952,0.7239026189597935,0.9341901701773176,8403.0,0.42589934547584324,0.37796406779664127,0.4877594134460047,16094.0,Maximum Proposal,0.4877594134460047,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
3,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15709870581417812,0.1321901665989435,0.19357372367011783,16094.0,,,,,0.7854935290708905,0.6609508329947176,0.9678686183505891,8403.0,0.41012191653925023,0.34509567849227113,0.5053436063129116,16094.0,Weighted Mean - Pixelwise Entropy,0.5053436063129116,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
4,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14641190455225853,0.11619034309272587,0.19788170891348328,16094.0,0.5165900335528768,0.5165900335528768,0.5165900335528768,16094.0,0.7320595227612926,0.5809517154636293,0.9894085445674164,8403.0,0.3822229507743968,0.30332653566800527,0.5165900335528768,16094.0,Weighted Mean - Mean Entropy,,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
5,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1571221632061806,0.13220118631673033,0.19362132571700583,16094.0,,,,,0.785610816030903,0.6610059315836516,0.9681066285850292,8403.0,0.410183154412059,0.34512444656999036,0.5054678762271654,16094.0,Weighted Mean - 3x3 Conv Entropy,0.5054678762271654,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
6,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15703475201233913,0.13196694750486065,0.19385933595144592,16094.0,,,,,0.7851737600616957,0.6598347375243033,0.9692966797572296,8403.0,0.4099549587298638,0.3445129426753275,0.5060892257984342,16094.0,Weighted Mean - 5x5 Conv Entropy,0.5060892257984342,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
7,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16004729297009707,0.13655010087424344,0.19331191241223372,16094.0,,,,,0.8002364648504853,0.6827505043712172,0.9665595620611687,8403.0,0.4178194988280495,0.3564777238866247,0.5046601217845159,16094.0,Negotiation - Pixelwise Entropy,0.5046601217845159,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
8,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13747801546075505,0.1047363828991649,0.2,16094.0,0.5221200447371691,0.5221200447371691,0.5221200447371691,16094.0,0.6873900773037752,0.5236819144958245,1.0,8403.0,0.35890013791373326,0.27342482462460627,0.5221200447371691,16094.0,Negotiation - Mean Entropy,,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
9,0.0,0.0,0.0,7691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15992127921279214,0.13631940949505117,0.19340711650600978,16094.0,,,,,0.7996063960639607,0.6815970474752558,0.9670355825300488,8403.0,0.41749052728504177,0.355875480920503,0.5049086616130235,16094.0,Negotiation - 3x3 Conv Entropy,0.5049086616130235,16094,predictions/bcdh/000000529866.npy,datasets/coco_animals/train/seg/000000529866.png
