,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,accuracy,non_consensus_px,pred_path,gt_path
0,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16737913952848366,0.14857096327660615,0.19163953366243042,15087.0,0.6046927818651819,0.6046927818651819,0.6046927818651819,15087.0,0.8368956976424182,0.7428548163830307,0.9581976683121521,9521.0,0.5281423700704887,0.46879569873287175,0.6046927818651819,15087.0,Majority Voting,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
1,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17616060225846925,0.16294973663065798,0.1917025522529146,15087.0,0.6048916285543846,0.6048916285543846,0.6048916285543846,15087.0,0.8808030112923463,0.8147486831532899,0.9585127612645731,9521.0,0.5558510950165327,0.5141659847751358,0.6048916285543846,15087.0,Mean Proposal,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
2,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16521055586749017,0.17748823742309083,0.15452158386724085,15087.0,,,,,0.8260527793374508,0.8874411871154542,0.7726079193362042,9521.0,0.5212996959018936,0.5600402692732975,0.487572081924836,15087.0,Maximum Proposal,0.487572081924836,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
3,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17263430937297353,0.16439293178795364,0.18174561495641214,15087.0,0.5734738516603699,0.5734738516603699,0.5734738516603699,15087.0,0.8631715468648676,0.8219646589397682,0.9087280747820607,9521.0,0.5447243519387821,0.5187197930513378,0.5734738516603699,15087.0,Weighted Mean - Pixelwise Entropy,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
4,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1652567840322942,0.1442148113355253,0.19348807898330006,15087.0,0.6105256180817923,0.6105256180817923,0.6105256180817923,15087.0,0.8262839201614711,0.7210740566776265,0.9674403949165004,9521.0,0.5214455626603941,0.4550504469826792,0.6105256180817923,15087.0,Weighted Mean - Mean Entropy,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
5,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17264207377866403,0.16430401366353545,0.18187165213738052,15087.0,0.5738715450387751,0.5738715450387751,0.5738715450387751,15087.0,0.8632103688933201,0.8215200683176772,0.9093582606869026,9521.0,0.5447488514769869,0.5184392238650894,0.5738715450387751,15087.0,Weighted Mean - 3x3 Conv Entropy,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
6,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17279745007221475,0.16431142261792006,0.18220775128662955,15087.0,0.5749320607145224,0.5749320607145224,0.5749320607145224,15087.0,0.8639872503610737,0.8215571130896003,0.9110387564331478,9521.0,0.5452391204803992,0.5184626018244903,0.5749320607145224,15087.0,Weighted Mean - 5x5 Conv Entropy,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
7,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16982251600478843,0.16832439125051588,0.17134754752652032,15087.0,0.5406641479419367,0.5406641479419367,0.5406641479419367,15087.0,0.8491125800239421,0.8416219562525794,0.8567377376326016,9521.0,0.5358521160209421,0.5311249847869562,0.5406641479419367,15087.0,Negotiation - Pixelwise Entropy,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
8,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15683271625715248,0.1308205236190075,0.19575674824073103,15087.0,0.6176840988930867,0.6176840988930867,0.6176840988930867,15087.0,0.7841635812857624,0.6541026180950376,0.9787837412036551,9521.0,0.4948645494413564,0.4127865730021113,0.6176840988930867,15087.0,Negotiation - Mean Entropy,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
9,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1699459234608985,0.16828338997013698,0.17164163428211324,15087.0,0.5415920991582157,0.5415920991582157,0.5415920991582157,15087.0,0.8497296173044926,0.8414169498506848,0.8582081714105662,9521.0,0.5362415116561328,0.5309956107594863,0.5415920991582157,15087.0,Negotiation - 3x3 Conv Entropy,,15087,predictions/bcdh/000000007267.npy,datasets/coco_animals/train/seg/000000007267.png
