,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,non_consensus_px,pred_path,gt_path
0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19509536784741144,0.19042553191489361,0.2,2068.0,0.9521276595744681,0.9521276595744681,0.9521276595744681,2068.0,0.9754768392370572,0.9521276595744681,1.0,1969.0,0.928778479911879,0.9065470801267542,0.9521276595744681,2068.0,Majority Voting,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
1,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19524045612295488,0.19070217917675544,0.2,2068.0,0.9521276595744681,0.9521276595744681,0.9521276595744681,2068.0,0.9762022806147744,0.9535108958837772,1.0,1969.0,0.9294691927130032,0.9078640976765752,0.9521276595744681,2068.0,Mean Proposal,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
2,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18378088077336197,0.194985754985755,0.1737938039614017,2068.0,0.8273694390715667,0.8273694390715667,0.8273694390715667,2068.0,0.9189044038668098,0.9749287749287749,0.8689690198070086,1969.0,0.8749142994263774,0.9282566527247379,0.8273694390715667,2068.0,Maximum Proposal,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
3,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19099378881987578,0.19472295514511873,0.18740477399695277,2068.0,0.892166344294004,0.8921663442940039,0.8921663442940039,2068.0,0.9549689440993789,0.9736147757255936,0.9370238699847638,1969.0,0.9092523457116427,0.9270055577387301,0.8921663442940039,2068.0,Weighted Mean - Pixelwise Entropy,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
4,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19509536784741144,0.19042553191489361,0.2,2068.0,0.9521276595744681,0.9521276595744681,0.9521276595744681,2068.0,0.9754768392370572,0.9521276595744681,1.0,1969.0,0.928778479911879,0.9065470801267542,0.9521276595744681,2068.0,Weighted Mean - Mean Entropy,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
5,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19089498189342988,0.1945176594623089,0.18740477399695277,2068.0,0.892166344294004,0.8921663442940039,0.8921663442940039,2068.0,0.9544749094671494,0.9725882973115445,0.9370238699847638,1969.0,0.9087819616735092,0.9260282192487578,0.8921663442940039,2068.0,Weighted Mean - 3x3 Conv Entropy,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
6,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19122354155911203,0.19443569553805776,0.18811579481970545,2068.0,0.8955512572533849,0.8955512572533849,0.8955512572533849,2068.0,0.9561177077955602,0.9721784776902888,0.9405789740985272,1969.0,0.9103461154010919,0.9256380186519239,0.8955512572533849,2068.0,Weighted Mean - 5x5 Conv Entropy,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
7,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18804948670702817,0.1951912568306011,0.18141188420518028,2068.0,0.8636363636363636,0.8636363636363636,0.8636363636363636,2068.0,0.9402474335351408,0.9759562841530055,0.9070594210259014,1969.0,0.8952355883127139,0.9292349726775957,0.8636363636363636,2068.0,Negotiation - Pixelwise Entropy,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
8,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19509536784741144,0.19042553191489361,0.2,2068.0,0.9521276595744681,0.9521276595744681,0.9521276595744681,2068.0,0.9754768392370572,0.9521276595744681,1.0,1969.0,0.928778479911879,0.9065470801267542,0.9521276595744681,2068.0,Negotiation - Mean Entropy,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
9,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18816101026045778,0.19519650655021833,0.18161503301168105,2068.0,0.8646034816247582,0.8646034816247582,0.8646034816247582,2068.0,0.9408050513022889,0.9759825327510917,0.9080751650584052,1969.0,0.8957665116122857,0.9292599646938586,0.8646034816247582,2068.0,Negotiation - 3x3 Conv Entropy,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
10,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1883280757097792,0.19520435967302452,0.1819197562214322,2068.0,0.8660541586073501,0.8660541586073501,0.8660541586073501,2068.0,0.9416403785488959,0.9760217983651226,0.909598781107161,1969.0,0.8965618497885764,0.9292973505710476,0.8660541586073501,2068.0,Negotiation - 5x5 Conv Entropy,2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
11,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18613545816733068,0.19510022271714922,0.17795835449466735,2068.0,0.8471953578336557,0.8471953578336557,0.8471953578336557,2068.0,0.9306772908366534,0.9755011135857461,0.8897917724733367,1969.0,0.8861235907434094,0.9288015921906837,0.8471953578336557,2068.0,Negotiation - Pixelwise Entropy (Weighted),2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
12,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19509536784741144,0.19042553191489361,0.2,2068.0,0.9521276595744681,0.9521276595744681,0.9521276595744681,2068.0,0.9754768392370572,0.9521276595744681,1.0,1969.0,0.928778479911879,0.9065470801267542,0.9521276595744681,2068.0,Negotiation - Mean Entropy (Weighted),2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
13,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18602179112410314,0.19509476031215162,0.17775520568816658,2068.0,0.846228239845261,0.8462282398452611,0.8462282398452611,2068.0,0.9301089556205157,0.9754738015607581,0.8887760284408329,1969.0,0.8855824630642144,0.9287755876562538,0.8462282398452611,2068.0,Negotiation - 3x3 Conv Entropy (Weighted),2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
14,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18624900451287502,0.19510567296996664,0.17816150330116812,2068.0,0.8481624758220503,0.8481624758220503,0.8481624758220503,2068.0,0.931245022564375,0.9755283648498332,0.8908075165058406,1969.0,0.8866641438245911,0.9288275388729795,0.8481624758220503,2068.0,Negotiation - 5x5 Conv Entropy (Weighted),2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
15,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18888888888888888,0.19512723335138063,0.18303707465718638,2068.0,0.8713733075435203,0.8713733075435203,0.8713733075435203,2068.0,0.9444444444444444,0.9756361667569031,0.915185373285932,1969.0,0.8992316784869976,0.9289301800504557,0.8713733075435203,2068.0,Negotiation - Pixelwise Entropy (Mean-Weighted),2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
16,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19509536784741144,0.19042553191489361,0.2,2068.0,0.9521276595744681,0.9521276595744681,0.9521276595744681,2068.0,0.9754768392370572,0.9521276595744681,1.0,1969.0,0.928778479911879,0.9065470801267542,0.9521276595744681,2068.0,Negotiation - Mean Entropy (Mean-Weighted),2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
17,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916514001570273,0.1951403887688985,0.1835449466734383,2068.0,0.8737911025145069,0.8737911025145068,0.8737911025145068,2068.0,0.9458257000785136,0.9757019438444925,0.9177247333671915,1969.0,0.9005468101811379,0.9289928082349157,0.8737911025145068,2068.0,Negotiation - 3x3 Conv Entropy (Mean-Weighted),2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
18,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18939670932358316,0.19494623655913978,0.18415439309294057,2068.0,0.8766924564796905,0.8766924564796905,0.8766924564796905,2068.0,0.9469835466179158,0.9747311827956989,0.9207719654647029,1969.0,0.9016492278968453,0.9280685197895219,0.8766924564796905,2068.0,Negotiation - 5x5 Conv Entropy (Mean-Weighted),2068,predictions/bcdh/000000293366.npy,datasets/coco_animals/train/seg/000000293366.png
