,accuracy,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,non_consensus_px,pred_path,gt_path
0,0.7610682662096544,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17286513664747385,0.18998217468805706,0.1585775926201458,7002.0,0.8643256832373692,0.9499108734402852,0.7928879631007291,6721.0,0.8296390912651184,0.9117896287335271,0.7610682662096544,7002.0,Majority Voting,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
1,0.7534990002856327,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17188467177064667,0.18988662947633614,0.1570004463621485,7002.0,0.8594233588532334,0.9494331473816807,0.7850022318107425,6721.0,0.8249335039778037,0.9113310744861863,0.7534990002856327,7002.0,Mean Proposal,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
2,0.48129105969722935,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1300154320987654,0.18480943241020015,0.10028269602737687,7002.0,0.650077160493827,0.9240471620510008,0.5014134801368844,6721.0,0.62398865976564,0.8869638640595224,0.48129105969722935,7002.0,Maximum Proposal,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
3,0.5408454727220794,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14040226156270277,0.18618485742379548,0.11269156375539355,7002.0,0.7020113078135138,0.9309242871189773,0.5634578187769678,6721.0,0.673838617511372,0.8935650005322261,0.5408454727220795,7002.0,Weighted Mean - Pixelwise Entropy,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
4,0.786203941730934,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1760614056128568,0.1902868994123747,0.16381490849575958,7002.0,0.880307028064284,0.9514344970618734,0.8190745424787979,6721.0,0.8449790824935808,0.9132521072197731,0.786203941730934,7002.0,Weighted Mean - Mean Entropy,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
5,0.5424164524421594,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406666666666667,0.18622211326305466,0.11301889599761941,7002.0,0.7033333333333335,0.9311105663152733,0.565094479988097,6721.0,0.6751075883081026,0.8937438040852544,0.5424164524421594,7002.0,Weighted Mean - 3x3 Conv Entropy,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
6,0.5442730648386176,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14097845186349764,0.1862658846529814,0.11340574319297722,7002.0,0.7048922593174882,0.9313294232649071,0.5670287159648861,6721.0,0.6766039524239986,0.8939538780010626,0.5442730648386175,7002.0,Weighted Mean - 5x5 Conv Entropy,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
7,0.5138531848043416,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357992073976222,0.1856074284240392,0.10706740068442196,7002.0,0.678996036988111,0.9280371421201961,0.5353370034221098,6721.0,0.6517469815191508,0.8907937206783544,0.5138531848043415,7002.0,Negotiation - Pixelwise Entropy,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
8,0.8417594972864896,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18281637717121588,0.19089878542510122,0.17539056687992857,7002.0,0.9140818858560794,0.9544939271255061,0.8769528343996429,6721.0,0.8773985082603126,0.9161887580991896,0.8417594972864896,7002.0,Negotiation - Mean Entropy,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
9,0.5125678377606399,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13557465294173196,0.18557394002068253,0.10679958339532807,7002.0,0.6778732647086598,0.9278697001034126,0.5339979169766403,6721.0,0.6506692676530852,0.8906329983426216,0.5125678377606397,7002.0,Negotiation - 3x3 Conv Entropy,,,,,7002,predictions/bcdh/000000090498.npy,datasets/coco_animals/train/seg/000000090498.png
