,accuracy,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,a,b,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support
272,,0.00206229776616896,0.2,0.001037037037037037,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000412459553233792,0.04,0.0002074074074074074,225.0,0.0,0.0,0.0,0.0,0.00206229776616896,0.2,0.001037037037037037,225.0,Negotiation - Mean Entropy,0.3778,0.5556,0.001037037037037037,0.001037037037037037,0.001037037037037037,225.0
273,,0.0017699115044247787,0.2,0.0008888888888888889,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035398230088495576,0.04,0.00017777777777777776,225.0,0.0,0.0,0.0,0.0,0.0017699115044247787,0.2,0.0008888888888888889,225.0,Negotiation - 3x3 Conv Entropy,0.3778,0.5556,0.0008888888888888889,0.0008888888888888889,0.0008888888888888889,225.0
274,,0.00206229776616896,0.2,0.001037037037037037,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000412459553233792,0.04,0.0002074074074074074,225.0,0.0,0.0,0.0,0.0,0.00206229776616896,0.2,0.001037037037037037,225.0,Negotiation - 5x5 Conv Entropy,0.3778,0.5556,0.001037037037037037,0.001037037037037037,0.001037037037037037,225.0
275,,0.0002949852507374631,0.03333333333333333,0.00014814814814814815,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.899705014749262e-05,0.006666666666666667,2.962962962962963e-05,225.0,0.0,0.0,0.0,0.0,0.0002949852507374631,0.03333333333333333,0.00014814814814814815,225.0,Majority Voting,0.3778,0.6444,0.00014814814814814815,0.00014814814814814815,0.00014814814814814815,225.0
276,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Mean Proposal,0.3778,0.6444,0.0,0.0,0.0,225.0
277,,0.033905356632012856,0.9666666666666667,0.01733333333333333,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006781071326402569,0.1933333333333334,0.003466666666666668,225.0,0.0,0.0,0.0,0.0,0.033905356632012856,0.9666666666666667,0.01733333333333333,225.0,Maximum Proposal,0.3778,0.6444,0.01733333333333333,0.01733333333333333,0.01733333333333333,225.0
278,,0.011137009211116256,0.6333333333333333,0.005629629629629629,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022274018422232516,0.1266666666666667,0.001125925925925926,225.0,0.0,0.0,0.0,0.0,0.011137009211116256,0.6333333333333333,0.005629629629629629,225.0,Weighted Mean - Pixelwise Entropy,0.3778,0.6444,0.005629629629629631,0.005629629629629629,0.005629629629629629,225.0
279,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Weighted Mean - Mean Entropy,0.3778,0.6444,0.0,0.0,0.0,225.0
280,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Weighted Mean - 3x3 Conv Entropy,0.3778,0.6444,0.0,0.0,0.0,225.0
281,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Weighted Mean - 5x5 Conv Entropy,0.3778,0.6444,0.0,0.0,0.0,225.0
