,Label 0_f1-score,Label 0_precision,Label 0_recall,Label 0_support,Label 1_f1-score,Label 1_precision,Label 1_recall,Label 1_support,Label 2_f1-score,Label 2_precision,Label 2_recall,Label 2_support,Label 3_f1-score,Label 3_precision,Label 3_recall,Label 3_support,Label 4_f1-score,Label 4_precision,Label 4_recall,Label 4_support,accuracy,gamma_unbalanced,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,method,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,mu_star_unbalanced,mu_unbalanced,non_consensus_px,std,unbalanced_agents,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
342,1.0,1.0,1.0,347.43333333333334,1.0,1.0,1.0,59.03333333333333,1.0,1.0,1.0,59.93333333333333,1.0,1.0,1.0,59.9,1.0,1.0,1.0,59.833333333333336,1.0,0.8,1.0,1.0,1.0,586.1333333333333,Negotiation - Pixelwise Entropy (Weighted),,,,,0.6,0.5,586.1333333333333,0.01,1,1.0,1.0,1.0,586.1333333333333
343,1.0,1.0,1.0,347.43333333333334,1.0,1.0,1.0,59.03333333333333,1.0,1.0,1.0,59.93333333333333,1.0,1.0,1.0,59.9,1.0,1.0,1.0,59.833333333333336,1.0,0.8,1.0,1.0,1.0,586.1333333333333,Weighted Mean - 3x3 Conv Entropy,,,,,0.6,0.5,586.1333333333333,0.01,1,1.0,1.0,1.0,586.1333333333333
344,1.0,1.0,1.0,347.43333333333334,1.0,1.0,1.0,59.03333333333333,1.0,1.0,1.0,59.93333333333333,1.0,1.0,1.0,59.9,1.0,1.0,1.0,59.833333333333336,1.0,0.8,1.0,1.0,1.0,586.1333333333333,Weighted Mean - 5x5 Conv Entropy,,,,,0.6,0.5,586.1333333333333,0.01,1,1.0,1.0,1.0,586.1333333333333
345,1.0,1.0,1.0,347.43333333333334,1.0,1.0,1.0,59.03333333333333,1.0,1.0,1.0,59.93333333333333,1.0,1.0,1.0,59.9,1.0,1.0,1.0,59.833333333333336,1.0,0.8,1.0,1.0,1.0,586.1333333333333,Weighted Mean - Mean Entropy,,,,,0.6,0.5,586.1333333333333,0.01,1,1.0,1.0,1.0,586.1333333333333
346,1.0,1.0,1.0,347.43333333333334,1.0,1.0,1.0,59.03333333333333,1.0,1.0,1.0,59.93333333333333,1.0,1.0,1.0,59.9,1.0,1.0,1.0,59.833333333333336,1.0,0.8,1.0,1.0,1.0,586.1333333333333,Weighted Mean - Pixelwise Entropy,,,,,0.6,0.5,586.1333333333333,0.01,1,1.0,1.0,1.0,586.1333333333333
347,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Skipped (Full Consensus),,,,,0.6,0.6,0.0,0.01,1,1.0,1.0,1.0,625.0
348,0.30087366701804186,0.5891334774820449,0.2022583559168925,369.0,0.12976881733006,0.09767566508892281,0.19375,64.0,0.12417053514602701,0.0937737298352,0.184375,64.0,0.12835535698831899,0.09769348471464982,0.1875,64.0,0.13207099552299598,0.10057031591836418,0.19322916666666667,64.0,0.19712000000000002,0.6,0.16304787440108875,0.1957693346078363,0.1922225045167118,625.0,Majority Voting,,,,,0.8,0.4,625.0,0.01,1,0.23030686119816188,0.38773103633045,0.19712000000000002,625.0
349,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Maximum Proposal,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
350,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Mean Proposal,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
351,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
352,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy (Mean-Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
353,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy (Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
354,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - 5x5 Conv Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
355,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - 5x5 Conv Entropy (Mean-Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
356,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - 5x5 Conv Entropy (Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
357,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - Mean Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
358,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - Mean Entropy (Mean-Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
359,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - Mean Entropy (Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
360,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - Pixelwise Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
361,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - Pixelwise Entropy (Mean-Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
362,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Negotiation - Pixelwise Entropy (Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
363,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Weighted Mean - 3x3 Conv Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
364,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Weighted Mean - 5x5 Conv Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
365,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Weighted Mean - Mean Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
366,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Weighted Mean - Pixelwise Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
367,0.9660421019829156,0.9896983183143944,0.9435444222396341,345.56666666666666,0.9176798607872951,0.8973332984406902,0.9402196400559804,59.63333333333333,0.9165756954683918,0.8833279117479502,0.9539207713770088,60.3,0.9149109442113612,0.8906990251782868,0.9419315700963186,60.13333333333333,0.9195657536532217,0.8878716290532476,0.9546985613083506,59.96666666666667,0.9453362669990217,0.6,0.9269548712206372,0.9097860365469138,0.9468629930154584,585.6,Majority Voting,,,,,0.8,0.5,585.6,0.01,1,0.9460615961852243,0.9487573087318094,0.9453362669990217,585.6
368,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Maximum Proposal,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
369,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Mean Proposal,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
370,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - 3x3 Conv Entropy,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
371,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - 3x3 Conv Entropy (Mean-Weighted),,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
372,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - 3x3 Conv Entropy (Weighted),,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
373,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - 5x5 Conv Entropy,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
374,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - 5x5 Conv Entropy (Mean-Weighted),,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
375,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - 5x5 Conv Entropy (Weighted),,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
376,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - Mean Entropy,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
377,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - Mean Entropy (Mean-Weighted),,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
378,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - Mean Entropy (Weighted),,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
379,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - Pixelwise Entropy,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
380,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - Pixelwise Entropy (Mean-Weighted),,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
381,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Negotiation - Pixelwise Entropy (Weighted),,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
382,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Weighted Mean - 3x3 Conv Entropy,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
383,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Weighted Mean - 5x5 Conv Entropy,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
384,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Weighted Mean - Mean Entropy,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
385,1.0,1.0,1.0,345.56666666666666,1.0,1.0,1.0,59.63333333333333,1.0,1.0,1.0,60.3,1.0,1.0,1.0,60.13333333333333,1.0,1.0,1.0,59.96666666666667,1.0,0.6,1.0,1.0,1.0,585.6,Weighted Mean - Pixelwise Entropy,,,,,0.8,0.5,585.6,0.01,1,1.0,1.0,1.0,585.6
386,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.6,1.0,1.0,1.0,625.0,Skipped (Full Consensus),,,,,0.8,0.6,0.0,0.01,1,1.0,1.0,1.0,625.0
387,0.2919355808602761,0.5795327265451772,0.19539295392953931,369.0,0.13177709775339588,0.10043100256023324,0.1921875,64.0,0.13452713080656625,0.10168422539831828,0.19947916666666668,64.0,0.13846803837188074,0.10450727842847153,0.20625,64.0,0.13927863352569655,0.10491297634962364,0.2078125,64.0,0.19786666666666666,0.8,0.16719729626356308,0.1982136418563648,0.20022442411924118,625.0,Majority Voting,,,,,0.8,0.4,625.0,0.01,1,0.22806957914675904,0.38429735518450525,0.19786666666666666,625.0
388,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Maximum Proposal,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
389,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Mean Proposal,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
390,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
391,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy (Mean-Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
392,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy (Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
393,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - 5x5 Conv Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
394,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - 5x5 Conv Entropy (Mean-Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
395,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - 5x5 Conv Entropy (Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
396,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - Mean Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
397,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - Mean Entropy (Mean-Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
398,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - Mean Entropy (Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
399,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - Pixelwise Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
400,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - Pixelwise Entropy (Mean-Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
401,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Negotiation - Pixelwise Entropy (Weighted),,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
402,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Weighted Mean - 3x3 Conv Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
403,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Weighted Mean - 5x5 Conv Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
404,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Weighted Mean - Mean Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
405,1.0,1.0,1.0,369.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,64.0,1.0,0.8,1.0,1.0,1.0,625.0,Weighted Mean - Pixelwise Entropy,,,,,0.8,0.4,625.0,0.01,1,1.0,1.0,1.0,625.0
406,0.9677383944415779,0.9904039778861854,0.9461817004239227,347.0,0.9163941692856967,0.8870826465317629,0.9491222939221787,59.46666666666667,0.9210151335191167,0.8971277567790162,0.9475435648485263,59.86666666666667,0.9145214481176027,0.8850671356163431,0.9474161075310203,59.9,0.9240529300531611,0.9002626085384567,0.9503368452868649,60.233333333333334,0.9471438209426393,0.8,0.928744415083431,0.9119888250703528,0.9481201024025029,586.4666666666667,Majority Voting,,,,,0.8,0.5,586.4666666666667,0.01,1,0.9478401078325253,0.9504097862913171,0.9471438209426393,586.4666666666667
407,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Maximum Proposal,,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
408,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Mean Proposal,,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
409,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - 3x3 Conv Entropy,,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
410,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - 3x3 Conv Entropy (Mean-Weighted),,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
411,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - 3x3 Conv Entropy (Weighted),,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
412,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - 5x5 Conv Entropy,,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
413,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - 5x5 Conv Entropy (Mean-Weighted),,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
414,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - 5x5 Conv Entropy (Weighted),,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
415,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - Mean Entropy,,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
416,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - Mean Entropy (Mean-Weighted),,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
417,1.0,1.0,1.0,347.0,1.0,1.0,1.0,59.46666666666667,1.0,1.0,1.0,59.86666666666667,1.0,1.0,1.0,59.9,1.0,1.0,1.0,60.233333333333334,1.0,0.8,1.0,1.0,1.0,586.4666666666667,Negotiation - Mean Entropy (Weighted),,,,,0.8,0.5,586.4666666666667,0.01,1,1.0,1.0,1.0,586.4666666666667
