,Label 0_f1-score,Label 0_precision,Label 0_recall,Label 0_support,Label 1_f1-score,Label 1_precision,Label 1_recall,Label 1_support,accuracy,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,non_consensus_px,method,unbalanced_agents,mu_balanced,mu_1_unbalanced,mu_2_unbalanced,std
1607,0.9677609468430719,0.9662832215420409,0.9693333333333335,300.0,0.9701692882222797,0.9717013260433343,0.9687179487179487,325.0,0.9690133333333334,0.9689651175326757,0.9689922737926877,0.969025641025641,625.0,0.9690132843602599,0.9691006358827136,0.9690133333333334,625.0,625.0,Maximum Proposal,8,0.6,0.75,0.4,0.1
1608,0.9990005503193993,0.9990051532908456,0.999,300.0,0.9990764455694289,0.9990794399874154,0.9990769230769232,325.0,0.99904,0.999038497944414,0.9990422966391305,0.9990384615384615,625.0,0.9990400158494148,0.9990437823730619,0.99904,625.0,625.0,Mean Proposal,8,0.6,0.75,0.4,0.1
1609,0.9994999060182574,0.9995570321151718,0.9994444444444444,300.0,0.9995385393417103,0.9994887525562373,0.9995897435897436,325.0,0.9995200000000001,0.9995192226799839,0.9995228923357045,0.999517094017094,625.0,0.9995199953464532,0.9995215267445257,0.9995200000000001,625.0,625.0,Negotiation - 3x3 Conv Entropy,8,0.6,0.75,0.4,0.1
1610,0.999221474982389,0.9994466543945983,0.999,300.0,0.9992826773605158,0.9990813104048927,0.9994871794871795,325.0,0.9992533333333334,0.9992520761714524,0.9992639823997455,0.9992435897435896,625.0,0.999253300219015,0.9992566755199515,0.9992533333333334,625.0,625.0,Negotiation - 5x5 Conv Entropy,8,0.6,0.75,0.4,0.1
1611,0.9987219378078109,0.9990040507604037,0.9984444444444445,300.0,0.9988207442881853,0.9985684975184298,0.9990769230769232,325.0,0.9987733333333334,0.998771341047998,0.9987862741394167,0.9987606837606838,625.0,0.9987733171776056,0.9987775630745772,0.9987733333333334,625.0,625.0,Negotiation - Mean Entropy,8,0.6,0.75,0.4,0.1
1612,0.9964401381405299,0.9972291331488954,0.9956666666666666,300.0,0.9967215411029072,0.9960203198882147,0.9974358974358976,325.0,0.9965866666666668,0.9965808396217187,0.9966247265185548,0.9965512820512821,625.0,0.9965864676809661,0.9966005502533416,0.9965866666666668,625.0,625.0,Negotiation - Pixelwise Entropy,8,0.6,0.75,0.4,0.1
1613,0.9987768459819487,0.9991136877320059,0.9984444444444445,300.0,0.9988725792181564,0.9985694433019249,0.9991794871794873,325.0,0.9988266666666668,0.9988247126000527,0.9988415655169653,0.9988119658119657,625.0,0.9988266272647767,0.9988306806283637,0.9988266666666668,625.0,625.0,Weighted Mean - 3x3 Conv Entropy,8,0.6,0.75,0.4,0.1
1614,0.9992212904108989,0.9993348074237862,0.9991111111111111,300.0,0.9992828356395758,0.9991838745074568,0.9993846153846154,325.0,0.9992533333333334,0.9992520630252373,0.9992593409656215,0.9992478632478632,625.0,0.9992532939298109,0.9992563223072948,0.9992533333333334,625.0,625.0,Weighted Mean - 5x5 Conv Entropy,8,0.6,0.75,0.4,0.1
1615,0.9974954265603153,0.9984499399587082,0.9965555555555554,300.0,0.9976961451442907,0.9968405313398794,0.9985641025641027,325.0,0.9976,0.9975957858523031,0.9976452356492935,0.9975598290598292,625.0,0.9975998002239825,0.997613047476917,0.9976,625.0,625.0,Weighted Mean - Mean Entropy,8,0.6,0.75,0.4,0.1
1616,0.9920534517305791,0.9920301784270256,0.9921111111111109,300.0,0.9926681985202256,0.9927502200338668,0.9926153846153845,325.0,0.9923733333333334,0.9923608251254025,0.9923901992304464,0.9923632478632478,625.0,0.9923731200611954,0.992404600062583,0.9923733333333334,625.0,625.0,Weighted Mean - Pixelwise Entropy,8,0.6,0.75,0.4,0.1
1617,0.994222492846284,0.9947205560586675,0.9937420914289279,282.6666666666667,0.9946486359469849,0.9942353892723191,0.9950771358802984,305.96666666666664,0.9944447275939184,0.9944355643966344,0.9944779726654933,0.9944096136546131,588.6333333333333,0.9944446330933784,0.9944609482443495,0.9944447275939184,588.6333333333333,588.6333333333333,Majority Voting,8,0.6,0.75,0.5,0.1
1618,0.9994075533712733,0.9992939189235718,0.9995237046555533,282.6666666666667,0.9994523352650303,0.9995673555502442,0.9993394733821419,305.96666666666664,0.9994309557174967,0.9994299443181517,0.9994306372369078,0.9994315890188478,588.6333333333333,0.9994309632900258,0.9994333005319636,0.9994309557174967,588.6333333333333,588.6333333333333,Maximum Proposal,8,0.6,0.75,0.5,0.1
1619,1.0,1.0,1.0,282.6666666666667,1.0,1.0,1.0,305.96666666666664,1.0,1.0,1.0,1.0,588.6333333333333,1.0,1.0,1.0,588.6333333333333,588.6333333333333,Mean Proposal,8,0.6,0.75,0.5,0.1
1620,1.0,1.0,1.0,282.6666666666667,1.0,1.0,1.0,305.96666666666664,1.0,1.0,1.0,1.0,588.6333333333333,1.0,1.0,1.0,588.6333333333333,588.6333333333333,Negotiation - 3x3 Conv Entropy,8,0.6,0.75,0.5,0.1
1621,1.0,1.0,1.0,282.6666666666667,1.0,1.0,1.0,305.96666666666664,1.0,1.0,1.0,1.0,588.6333333333333,1.0,1.0,1.0,588.6333333333333,588.6333333333333,Negotiation - 5x5 Conv Entropy,8,0.6,0.75,0.5,0.1
1622,1.0,1.0,1.0,282.6666666666667,1.0,1.0,1.0,305.96666666666664,1.0,1.0,1.0,1.0,588.6333333333333,1.0,1.0,1.0,588.6333333333333,588.6333333333333,Negotiation - Mean Entropy,8,0.6,0.75,0.5,0.1
1623,1.0,1.0,1.0,282.6666666666667,1.0,1.0,1.0,305.96666666666664,1.0,1.0,1.0,1.0,588.6333333333333,1.0,1.0,1.0,588.6333333333333,588.6333333333333,Negotiation - Pixelwise Entropy,8,0.6,0.75,0.5,0.1
1624,1.0,1.0,1.0,282.6666666666667,1.0,1.0,1.0,305.96666666666664,1.0,1.0,1.0,1.0,588.6333333333333,1.0,1.0,1.0,588.6333333333333,588.6333333333333,Weighted Mean - 3x3 Conv Entropy,8,0.6,0.75,0.5,0.1
