,Label 0_f1-score,Label 0_precision,Label 0_recall,Label 0_support,Label 1_f1-score,Label 1_precision,Label 1_recall,Label 1_support,Label 2_f1-score,Label 2_precision,Label 2_recall,Label 2_support,Label 3_f1-score,Label 3_precision,Label 3_recall,Label 3_support,accuracy,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,non_consensus_px,method,mu_unbalanced,mu_star_unbalanced,gamma_unbalanced,unbalanced_agents,std
674,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Majority Voting,0.6,0.5,0.75,1,0.05
675,0.9924867724867725,0.9928030303030303,0.9933333333333334,8.866666666666667,0.9924753059118385,0.9966666666666666,0.9890993265993266,7.6,0.996969696969697,1.0,0.9944444444444446,7.6,0.9929184427394145,0.9893518518518519,0.9972222222222222,8.333333333333334,0.9941769080004373,0.9937125545269306,0.9947053872053871,0.9935248316498317,32.4,0.9941350924422222,0.9947980247244954,0.9941769080004373,32.4,32.4,Maximum Proposal,0.6,0.5,0.75,1,0.05
676,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Mean Proposal,0.6,0.5,0.75,1,0.05
677,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - 3x3 Conv Entropy,0.6,0.5,0.75,1,0.05
678,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - 3x3 Conv Entropy (Mean-Weighted),0.6,0.5,0.75,1,0.05
679,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - 3x3 Conv Entropy (Weighted),0.6,0.5,0.75,1,0.05
680,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - 5x5 Conv Entropy,0.6,0.5,0.75,1,0.05
681,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - 5x5 Conv Entropy (Mean-Weighted),0.6,0.5,0.75,1,0.05
682,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - 5x5 Conv Entropy (Weighted),0.6,0.5,0.75,1,0.05
683,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - Mean Entropy,0.6,0.5,0.75,1,0.05
684,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - Mean Entropy (Mean-Weighted),0.6,0.5,0.75,1,0.05
685,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - Mean Entropy (Weighted),0.6,0.5,0.75,1,0.05
686,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - Pixelwise Entropy,0.6,0.5,0.75,1,0.05
687,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - Pixelwise Entropy (Mean-Weighted),0.6,0.5,0.75,1,0.05
688,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Negotiation - Pixelwise Entropy (Weighted),0.6,0.5,0.75,1,0.05
689,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Weighted Mean - 3x3 Conv Entropy,0.6,0.5,0.75,1,0.05
690,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Weighted Mean - 5x5 Conv Entropy,0.6,0.5,0.75,1,0.05
691,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Weighted Mean - Mean Entropy,0.6,0.5,0.75,1,0.05
692,1.0,1.0,1.0,8.866666666666667,1.0,1.0,1.0,7.6,1.0,1.0,1.0,7.6,1.0,1.0,1.0,8.333333333333334,1.0,1.0,1.0,1.0,32.4,1.0,1.0,1.0,32.4,32.4,Weighted Mean - Pixelwise Entropy,0.6,0.5,0.75,1,0.05
693,0.31143557818055434,0.3293312778377421,0.29580952380952386,175.0,0.2836155921934413,0.2818878585176693,0.28622222222222227,150.0,0.29408187413463477,0.2857527483185883,0.3035555555555556,150.0,0.29081525902955524,0.28607108917243423,0.2966666666666667,150.0,0.29557333333333324,0.2949870758845464,0.2957607434616084,0.29556349206349203,625.0,0.29564501597638676,0.2971035648366538,0.29557333333333324,625.0,625.0,Majority Voting,0.4,0.75,0.75,1,0.05
694,0.9997134670487107,1.0,0.9994285714285714,175.0,0.9996670333374075,0.9995584988962473,0.9997777777777778,150.0,0.9998885172798215,1.0,0.9997777777777778,150.0,0.9996677740863789,0.9993377483443708,1.0,150.0,0.9997333333333334,0.9997341979380797,0.9997240618101545,0.9997460317460318,625.0,0.9997333687025047,0.9997350993377483,0.9997333333333334,625.0,625.0,Maximum Proposal,0.4,0.75,0.75,1,0.05
695,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Mean Proposal,0.4,0.75,0.75,1,0.05
696,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - 3x3 Conv Entropy,0.4,0.75,0.75,1,0.05
697,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - 3x3 Conv Entropy (Mean-Weighted),0.4,0.75,0.75,1,0.05
698,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - 3x3 Conv Entropy (Weighted),0.4,0.75,0.75,1,0.05
699,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - 5x5 Conv Entropy,0.4,0.75,0.75,1,0.05
700,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - 5x5 Conv Entropy (Mean-Weighted),0.4,0.75,0.75,1,0.05
701,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - 5x5 Conv Entropy (Weighted),0.4,0.75,0.75,1,0.05
702,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - Mean Entropy,0.4,0.75,0.75,1,0.05
703,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - Mean Entropy (Mean-Weighted),0.4,0.75,0.75,1,0.05
704,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - Mean Entropy (Weighted),0.4,0.75,0.75,1,0.05
705,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - Pixelwise Entropy,0.4,0.75,0.75,1,0.05
706,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Negotiation - Pixelwise Entropy (Mean-Weighted),0.4,0.75,0.75,1,0.05
707,0.9997134670487107,1.0,0.9994285714285714,175.0,0.9997785160575858,0.9995584988962473,1.0,150.0,0.9998885172798215,1.0,0.9997777777777778,150.0,0.9997785160575858,0.9995584988962473,1.0,150.0,0.9997866666666667,0.9997897541109261,0.9997792494481236,0.9998015873015873,625.0,0.9997867026284374,0.9997880794701987,0.9997866666666667,625.0,625.0,Negotiation - Pixelwise Entropy (Weighted),0.4,0.75,0.75,1,0.05
708,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Weighted Mean - 3x3 Conv Entropy,0.4,0.75,0.75,1,0.05
709,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Weighted Mean - 5x5 Conv Entropy,0.4,0.75,0.75,1,0.05
710,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Weighted Mean - Mean Entropy,0.4,0.75,0.75,1,0.05
711,1.0,1.0,1.0,175.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,625.0,Weighted Mean - Pixelwise Entropy,0.4,0.75,0.75,1,0.05
712,0.8985580664510043,0.9085836214393161,0.8895054477713572,153.03333333333333,0.8907624019113699,0.8871294660168382,0.8950672556436152,130.43333333333334,0.8961468593365475,0.8951854438600126,0.8981453397573473,132.0,0.8923910973465927,0.8883261016174365,0.8970240946158079,131.06666666666666,0.8947038858169942,0.8944646062613786,0.8948061582334007,0.8949355344470317,546.5333333333333,0.8946754621778112,0.8954653823590745,0.8947038858169942,546.5333333333333,546.5333333333333,Majority Voting,0.5,0.75,0.75,1,0.05
713,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Maximum Proposal,0.5,0.75,0.75,1,0.05
714,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Mean Proposal,0.5,0.75,0.75,1,0.05
715,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - 3x3 Conv Entropy,0.5,0.75,0.75,1,0.05
716,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - 3x3 Conv Entropy (Mean-Weighted),0.5,0.75,0.75,1,0.05
717,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - 3x3 Conv Entropy (Weighted),0.5,0.75,0.75,1,0.05
718,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - 5x5 Conv Entropy,0.5,0.75,0.75,1,0.05
719,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - 5x5 Conv Entropy (Mean-Weighted),0.5,0.75,0.75,1,0.05
720,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - 5x5 Conv Entropy (Weighted),0.5,0.75,0.75,1,0.05
721,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - Mean Entropy,0.5,0.75,0.75,1,0.05
722,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - Mean Entropy (Mean-Weighted),0.5,0.75,0.75,1,0.05
723,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - Mean Entropy (Weighted),0.5,0.75,0.75,1,0.05
724,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - Pixelwise Entropy,0.5,0.75,0.75,1,0.05
725,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - Pixelwise Entropy (Mean-Weighted),0.5,0.75,0.75,1,0.05
726,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Negotiation - Pixelwise Entropy (Weighted),0.5,0.75,0.75,1,0.05
727,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Weighted Mean - 3x3 Conv Entropy,0.5,0.75,0.75,1,0.05
728,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Weighted Mean - 5x5 Conv Entropy,0.5,0.75,0.75,1,0.05
729,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Weighted Mean - Mean Entropy,0.5,0.75,0.75,1,0.05
730,1.0,1.0,1.0,153.03333333333333,1.0,1.0,1.0,130.43333333333334,1.0,1.0,1.0,132.0,1.0,1.0,1.0,131.06666666666666,1.0,1.0,1.0,1.0,546.5333333333333,1.0,1.0,1.0,546.5333333333333,546.5333333333333,Weighted Mean - Pixelwise Entropy,0.5,0.75,0.75,1,0.05
731,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Majority Voting,0.6,0.75,0.75,1,0.05
732,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Maximum Proposal,0.6,0.75,0.75,1,0.05
733,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Mean Proposal,0.6,0.75,0.75,1,0.05
734,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - 3x3 Conv Entropy,0.6,0.75,0.75,1,0.05
735,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - 3x3 Conv Entropy (Mean-Weighted),0.6,0.75,0.75,1,0.05
736,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - 3x3 Conv Entropy (Weighted),0.6,0.75,0.75,1,0.05
737,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - 5x5 Conv Entropy,0.6,0.75,0.75,1,0.05
738,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - 5x5 Conv Entropy (Mean-Weighted),0.6,0.75,0.75,1,0.05
739,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - 5x5 Conv Entropy (Weighted),0.6,0.75,0.75,1,0.05
740,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - Mean Entropy,0.6,0.75,0.75,1,0.05
741,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - Mean Entropy (Mean-Weighted),0.6,0.75,0.75,1,0.05
742,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - Mean Entropy (Weighted),0.6,0.75,0.75,1,0.05
743,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - Pixelwise Entropy,0.6,0.75,0.75,1,0.05
744,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - Pixelwise Entropy (Mean-Weighted),0.6,0.75,0.75,1,0.05
745,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Negotiation - Pixelwise Entropy (Weighted),0.6,0.75,0.75,1,0.05
746,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Weighted Mean - 3x3 Conv Entropy,0.6,0.75,0.75,1,0.05
747,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Weighted Mean - 5x5 Conv Entropy,0.6,0.75,0.75,1,0.05
748,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Weighted Mean - Mean Entropy,0.6,0.75,0.75,1,0.05
749,1.0,1.0,1.0,9.333333333333334,1.0,1.0,1.0,7.066666666666666,1.0,1.0,1.0,7.8,1.0,1.0,1.0,6.666666666666667,1.0,1.0,1.0,1.0,30.866666666666667,1.0,1.0,1.0,30.866666666666667,30.866666666666667,Weighted Mean - Pixelwise Entropy,0.6,0.75,0.75,1,0.05
750,0.02970339008963048,0.03220294318412467,0.02761904761904762,175.0,0.022695048724484173,0.02213214239232092,0.02333333333333333,150.0,0.02107979549228586,0.02045922395314702,0.021777777777777778,150.0,0.024281579258001198,0.02355460147157306,0.02511111111111111,150.0,0.024586666666666663,0.024439953391100437,0.024587227750291412,0.02446031746031746,625.0,0.024650490859041627,0.024891856367644745,0.024586666666666663,625.0,625.0,Majority Voting,0.4,0.25000025,0.75,2,0.05
751,0.0006038866492693436,0.000640920640920641,0.0005714285714285715,175.0,0.0006391368270870307,0.0006140553705759034,0.0006666666666666666,150.0,0.0004195527409459728,0.00039772727272727274,0.00044444444444444447,150.0,0.0006495478977800907,0.000633646190266726,0.0006666666666666666,150.0,0.0005866666666666667,0.0005780310287706095,0.0005715873686226357,0.0005873015873015874,625.0,0.0005790652535905588,0.0005743606995145559,0.0005866666666666667,625.0,625.0,Maximum Proposal,0.4,0.25000025,0.75,2,0.05
752,0.9357236210890939,0.943044226936787,0.9291428571428573,175.0,0.935096144443273,0.9282791029844657,0.9424444444444444,150.0,0.932824190683982,0.9345721511136932,0.9315555555555556,150.0,0.935669307473493,0.9344887864294638,0.9373333333333334,150.0,0.9348800000000002,0.9348283159224606,0.9350960668661024,0.9351190476190475,625.0,0.9348641281291257,0.9354139932689297,0.9348800000000002,625.0,625.0,Mean Proposal,0.4,0.25000025,0.75,2,0.05
753,0.9397630573916567,0.9454801275121636,0.9346666666666668,175.0,0.937312605966529,0.9316479923068375,0.9433333333333334,150.0,0.9351867275011604,0.9366192182570227,0.9342222222222223,150.0,0.9403890270281903,0.9398137544072189,0.9413333333333332,150.0,0.9382400000000001,0.938162854471884,0.9383902731208106,0.9383888888888889,625.0,0.9382268625886748,0.9386738672964647,0.9382400000000001,625.0,625.0,Negotiation - 3x3 Conv Entropy,0.4,0.25000025,0.75,2,0.05
754,0.9411828785275543,0.9485932185804393,0.9344761904761907,175.0,0.9351986654435597,0.9281703115740016,0.9426666666666665,150.0,0.9327299349711073,0.9331001302798771,0.932888888888889,150.0,0.939332651121667,0.9395539214511932,0.9395555555555556,150.0,0.9372800000000001,0.937111032515972,0.9373543954713778,0.9373968253968255,625.0,0.9372739063564354,0.9378039483957401,0.9372800000000001,625.0,625.0,Negotiation - 3x3 Conv Entropy (Mean-Weighted),0.4,0.25000025,0.75,2,0.05
